GR-IDENTIFICACAO-UORG;IT-NO-UNIDADE-ORGANIZACIONAL;IT-SG-UNIDADE-ORGANIZACIONAL;IT-SG-UF;GR-CEST-IDENTIFICACAO-UPAG;IT-CO-UORG-VINCULACAO
33200000001144;MTE/SE/CODIN;CODIN;DF;33200000001094;33200000001063
33200000001115;COORD OP ESPECIAIS E CONTRAINTELIGENCIA;COEC;DF;33200000001094;33200000001114
33200000001718;COEFITI;COEFITI;DF;33200000001094;33200000000005
33200000001206;MTE/SPT/DGF/CGRFAT/COFAT;COFAT;DF;33200000001094;33200000001931
33200000001435;COORDENACAO FINANCEIRA;COFIN;DF;33200000001094;33200000001939
33200000001940;COGEA;COGEA;DF;33200000001094;33200000001939
33200000001504;COGER;COGER;DF;33200000001094;33200000001931
33200000000015;MTE/SIT/CGIF/COGINF;COGINF;DF;33200000001094;33200000001250
33200000001159;MTE/ASSINT/COI;COI;DF;33200000001094;33200000001158
33200000001826;COIDPA;COIDPA;DF;33200000001094;33200000001730
33200000001225;MTE/AECI/CGRCI/COINT;COINT;DF;33200000001094;33200000001224
33200000001133;MTE/SE/DLOC/CGLIC/COLIC;COLIC;DF;33200000001094;33200000001132
33200000001779;COMON;COMON;DF;33200000001094;33200000001730
33200000001086;MTE/SE/DTI/CGCAQ/COMOR;COMOR;DF;33200000001094;33200000001084
33200000001721;COMSUP;COMSUP;DF;33200000001094;33200000001169
33200000001054;MTE/CONJUR;CONJUR;DF;33200000001094;33200000000001
33200000001085;MTE/SE/DTI/CGCAQ/COPAQ;COPAQ;DF;33200000001094;33200000001084
33200000001233;MTE/CORREG/COPAS;COPAS;DF;33200000001094;33200000001229
33200000001494;COORDENACAO DE PATRIMONIO E SUPRIMENTOS;COPAT;DF;33200000001094;33200000001121
33200000001695;COPEG;COPEG;DF;33200000001094;33200000001119
33200000000025;MTE/SIT/CGIF/COPLAN;COPLAN;DF;33200000001094;33200000001250
33200000001074;MTE/SE/DTI/CGGE/COPLAN;COPLAN;DF;33200000001094;33200000001073
33200000001145;MTE/SE/CODIN/COPLAN;COPLAN;DF;33200000001094;33200000001144
33200000001809;COPRE;COPRE;DF;33200000001094;33200000001714
33200000001139;MTE/SE/DLOC/CGOF/CORC;CORC;DF;33200000001094;33200000001137
33200000001310;COORDENACAO DE RECEPCAO E AUDIENCIAS;CORE;DF;33200000001094;33200000001152
33200000001229;MTE/CORREG;CORREG;DF;33200000001094;33200000000001
33200000001196;MTE/SPT/DGB/CGSAP/COSED;COSED;DF;33200000001094;33200000001924
33200000001081;MTE/SE/DTI/CGSOL/COSET;COSET;DF;33200000001094;33200000001078
33200000001092;MTE/SE/DTI/CGINFRA/COSTIC;COSTIC;DF;33200000001094;33200000001088
33200000001929;COSUD;COSUD;DF;33200000001094;33200000001140
33200000001187;COORD TRATAMENTO E DIVULGACAO DE DADOS;COTRAD;DF;33200000001094;33200000001186
33200000001214;MTE/CNES/CP;CP;DF;33200000001094;33200000001213
33200000001516;CPA;CPA;DF;33200000001094;33200000001104
33200000001105;MTE/SE/DGP/CGPAG/CPAG;CPAG;DF;33200000001094;33200000001104
33200000001315;COORD EST E PESQ EM ECON POP E SOLIDARIA;CPES;DF;33200000001094;33200000001928
33200000001717;CPFIT;CPFIT;DF;33200000001094;33200000000005
33200000001735;COORDENACAO DE PLAN E INCLUSAO PRODUTIVA;CPLAN;DF;33200000001094;33200000001506
33200000001720;CPSST;CPSST;DF;33200000001094;33200000000014
33200000001308;COORDENACAO DE QUALIDADE DE DADOS;CQD;DF;33200000001094;33200000001147
33200000001103;MTE/SE/DGP/CGCPQ/CQVS;CQVS;DF;33200000001094;33200000001097
33200000001316;COORD SIST NAC FORM ECON POP E SOLIDARIA;CSINF;DF;33200000001094;33200000001928
33200000001825;COORDENACAO DE SUPORTE OPERACIONAL;CSO;DF;33200000001094;33200000001727
33200000001215;MTE/CNES/CT;CT;DF;33200000001094;33200000001213
33200000001217;MTE/CTPP;CTPP;DF;33200000001094;33200000000001
33200000000532;MTE/SRTE-AM/CTRAB-AM;CTRAB-AM;AM;33200000001094;33200000000531
33200000000998;MTE/SRTE-BA/CTRAB-BA;CTRAB-BA;BA;33200000001094;33200000000984
33200000000522;MTE/SRTE-CE/CTRAB-CE;CTRAB-CE;CE;33200000001094;33200000000495
33200000000663;MTE/SRTE-ES/CTRAB-ES;CTRAB-ES;ES;33200000001094;33200000000644
33200000000114;MTE/SRTE-GO/CTRAB-GO;CTRAB-GO;GO;33200000001094;33200000000081
33200000000871;MTE/SRTE-MG/CTRAB-MG;CTRAB-MG;MG;33200000001094;33200000000848
33200000000972;MTE/SRTE-PA/CTRAB-PA;CTRAB-PA;PA;33200000001094;33200000000953
33200000000590;MTE/SRTE-PE/CTRAB-PE;CTRAB-PE;PE;33200000001094;33200000000578
33200000000747;MTE/SRTE-PR/CTRAB-PR;CTRAB-PR;PR;33200000001094;33200000000726
33200000000419;MTE/SRTE-RJ/CTRAB-RJ;CTRAB-RJ;RJ;33200000001094;33200000000412
33200000000217;MTE/SRTE-RS/CTRAB-RS;CTRAB-RS;RS;33200000001094;33200000000199
33200000000136;MTE/SRTE-SC/CTRAB-SC;CTRAB-SC;SC;33200000001094;33200000000134
33200000000351;MTE/SRTE-SP/CTRAB-SP;CTRAB-SP;SP;33200000001094;33200000000297
33200000000033;MTE/SRT/DRT/CGRS/CTRS;CTRS;DF;33200000001094;33200000000031
33200000001275;COORD TECNICA SERVICOS ADMINISTRATIVOS;CTSA;DF;33200000001094;33200000001939
33200000001182;MTE/SEQ/DPJ/CGAN/DAA;DAA;DF;33200000001094;33200000001180
33200000001286;MTE/SE/CGUD/COSUD/DAA;DAA;DF;33200000001094;33200000001929
33200000001142;DIV GESTAO ATEND CIDADAO CANAIS DIGITAIS;DACD;DF;33200000001094;33200000001141
33200000001322;DIV DE APOIO E COLEG E INST PART SOCIAL;DACIPS;DF;33200000001094;33200000001319
33200000001117;DIR ADMIN FINANCAS E CONTABILIDADE;DAFC;DF;33200000001094;33200000001063
33200000001311;DIVISAO DE ANALISE DE PROPOSTAS;DAP;DF;33200000001094;33200000001163
33200000001724;DARIS;DARIS;DF;33200000001094;33200000001189
33200000001498;DIVISAO DE AUTORIZACAO DE TRAB NO EXT;DAT;DF;33200000001094;33200000000029
33200000001281;MTE/SE/SEET/CGEET/DCBO;DCBO;DF;33200000001094;33200000001148
33200000001080;MTE/SE/DTI/CGSOL/CODES/DDES;DDES;DF;33200000001094;33200000001079
33200000001170;MTE/SEQ/DEQ/CGPE/DDM;DDM;DF;33200000001094;33200000001169
33200000001207;MTE/SPT/DGF/CGRFAT/COFAT/DEAT;DEAT;DF;33200000001094;33200000001206
33200000000005;MTE/SIT/DEFIT;DEFIT;DF;33200000001094;33200000000002
33200000001923;DEMP;DEMP;DF;33200000001094;33200000001920
33200000000024;MTE/SIT/CGIF/DENIT;DENIT;DF;33200000001094;33200000001250
33200000001276;DIVISAO DE EXECUCAO ORCAMENTARIA E FINAN;DEOF;DF;33200000001094;33200000001153
33200000001305;DIV EXECUCAO ORCAMENTARIA E FINANCEIRA;DEOF;DF;33200000001094;33200000001250
33200000001291;MTE/SPT/DGF/CGRFAT/COFAT/DEORC;DEORC;DF;33200000001094;33200000001206
33200000001168;MTE/SEQ/DEQ;DEQ;DF;33200000001094;33200000001920
33200000001172;DEPT DE TRABALHO EMPREGO E RENDA;DER;DF;33200000001094;33200000001920
33200000001927;DFE;DFE;DF;33200000001094;33200000001161
33200000001102;MTE/SE/DGP/CGCPQ/CODEF/DFOR;DFOR;DF;33200000001094;33200000001101
33200000001312;DIVISAO DE FORMALIZACAO DE PARCERIAS;DFPAR;DF;33200000001094;33200000001163
33200000001186;MTE/SPT/DGB;DGB;DF;33200000001094;33200000001185
33200000001201;MTE/SPT/DGF;DGF;DF;33200000001094;33200000001185
33200000001094;MTE/SE/DGP;DGP;DF;33200000001094;33200000001063
33200000001057;MTE/CONJUR/DIAA;DIAA;DF;33200000001094;33200000001054
33200000001941;DIVISAO DE APOIO E COMUM PROCESSUAL;DIAC;DF;33200000001094;33200000001233
33200000001077;MTE/SE/DTI/DIAD;DIAD;DF;33200000001094;33200000001072
33200000001058;MTE/CONJUR/DIAE;DIAE;DF;33200000001094;33200000001054
33200000000035;MTE/SRT/DRT/CGRS/CTRS/DIAI;DIAI;DF;33200000001094;33200000000033
33200000001184;MTE/SEQ/GAB-SEQ/DIAP;DIAP;DF;33200000001094;33200000001183
33200000001236;MTE/CORREG/CAIC/DAP;DIAP;DF;33200000001094;33200000001231
33200000001070;MTE/SE/DPC/CGPC/CAPC/DIAPC;DIAPC;DF;33200000001094;33200000001069
33200000001125;MTE/SE/DLOC/CGRL/CODIN/DIARQ;DIAR;DF;33200000001094;33200000001123
33200000000034;MTE/SRT/DRT/CGRS/CTRS/DIARS;DIARS;DF;33200000001094;33200000000033
33200000001208;MTE/SPT/DGF/CGRFAT/COFAT/DIAS;DIAS;DF;33200000001094;33200000001206
33200000001065;MTE/SE/DPC/DIAT;DIAT;DF;33200000001094;33200000001064
33200000001111;MTE/SE/DGP/CGPAG/CPA/DICAD;DICAD;DF;33200000001094;33200000001516
33200000001099;MTE/SE/DGP/CGCPQ/COCAV/DICAR;DICAR;DF;33200000001094;33200000001098
33200000001445;DIVISAO DE CONTRAINTELIGENCIA;DICOI;DF;33200000001094;33200000001114
33200000000004;DIV DE COMUNICACAO;DICOM;DF;33200000001094;33200000000023
33200000001194;MTE/SPT/DGB/CGSAP/DINFO;DICOP;DF;33200000001094;33200000001924
33200000000019;DIV DIAGNOSTICO ACOMPANHAMENTO PROJETOS;DIDAP;DF;33200000001094;33200000000016
33200000001191;DIV DE IDENTIFICACAO;DIDEN;DF;33200000001094;33200000001190
33200000001198;DIV DE HABILITACAO E IDENTIFICACAO;DIDEN;DF;33200000001094;33200000001196
33200000001930;DIDEN;DIDEN;DF;33200000001094;33200000001190
33200000001918;DIDPA;DIDPA;DF;33200000001094;33200000001826
33200000001321;DIV DE INF ESTUDOS ECON POP E SOLIDARIA;DIEPS;DF;33200000001094;33200000001320
33200000001287;MTE/SPT/DGF/CGFAT/DIFAT;DIFAT;DF;33200000001094;33200000001277
33200000000009;DIV FISCAL INFORMAL FRAUDES TRABALHISTAS;DIFT;DF;33200000001094;33200000000006
33200000001087;MTE/SE/DTI/CGCAQ/COMOR/DIGEC;DIGEC;DF;33200000001094;33200000001086
33200000001109;MTE/SE/DGP/CGPAG/DIGED;DIGED;DF;33200000001094;33200000001104
33200000001922;DIGES;DIGES;DF;33200000001094;33200000001128
33200000001129;DIV DE GESTAO DE TERCEIRIZADOS;DIGET;DF;33200000001094;33200000001128
33200000001210;DIV DE ASSESSORAMENTO A GESTAO DE FUNDOS;DIGF;DF;33200000001094;33200000001209
33200000001925;DIGSD;DIGSD;DF;33200000001094;33200000001196
33200000001288;MTE/SE/DLOC/CGLIC/COLIC/DILIC;DILIC;DF;33200000001094;33200000001133
33200000001863;DIM;DIM;DF;33200000001094;33200000001779
33200000001075;MTE/SE/DTI/CGGE/COPLAN/DIMOR;DIMOR;DF;33200000001094;33200000001074
33200000001251;DIV ASSUNTOS INTERN DA INSP DO TRABALHO;DINT;DF;33200000001094;33200000000002
33200000001108;MTE/SE/DGP/CGPAG/CPAG/DIOF;DIOF;DF;33200000001094;33200000001105
33200000001177;MTE/SEQ/DEMP/CGEST/COAG/DIOP;DIOP;DF;33200000001094;33200000001176
33200000001831;DIVISAO DE EXECUCAO E OPERACAO;DIOP;DF;33200000001094;33200000001735
33200000001273;MTE/SE/CGINT/DIOPE;DIOPE;DF;33200000001094;33200000001114
33200000000018;DIV PREV ACID ACOES ESTRAT E TRAB RURAL;DIPAER;DF;33200000001094;33200000000016
33200000001106;MTE/SE/DGP/CGPAG/CPAG/DIPAG;DIPAG;DF;33200000001094;33200000001105
33200000001127;DIV DE PATRIMONIO;DIPATR;DF;33200000001094;33200000001921
33200000001926;DIRASD;DIRASD;DF;33200000001094;33200000001196
33200000001197;DIV DE RECURSOS ADMINISTRATIVOS;DIREA;DF;33200000001094;33200000001196
33200000001192;MTE/SPT/DGB/CGID/CIRP/DIREP;DIREP;DF;33200000001094;33200000001190
33200000001731;DIVISAO DE RISCOS E INTEGRIDADE;DIRINT;DF;33200000001094;33200000001504
33200000001723;DIRIS;DIRIS;DF;33200000001094;33200000001189
33200000001496;DIVISAO DE INFORMACOES SINDICAIS;DIS;DF;33200000001094;33200000000031
33200000001124;DIV DE SISTEMAS DE INFORMACAO;DISINF;DF;33200000001094;33200000001123
33200000001830;DIVISAO DE SUPERVISAO E HABILITACAO;DISUP;DF;33200000001094;33200000001733
33200000001195;MTE/SPT/DGB/CGID/CSO/DITAC;DITAC;DF;33200000001094;33200000001825
33200000001864;DITES;DITES;DF;33200000001094;33200000001779
33200000001290;MTE/SPT/DGF/CGFGTS/CFGTS/DIVAP;DIVAP;DF;33200000001094;33200000001203
33200000001096;MTE/SE/DGP/CLEG/DJUD;DJUD;DF;33200000001094;33200000001095
33200000001921;DLOC;DLOC;DF;33200000001094;33200000001063
33200000001318;DIV DE MONIT E FISCAL DE PARCERIAS;DMFISC;DF;33200000001094;33200000001163
33200000001813;DIVISAO DE MONITORAMENTO E SUPERVISAO;DMS;DF;33200000001094;33200000001721
33200000001093;MTE/SE/DTI/CGINFRA/COSTIC/DOSTIC;DOSTIC;DF;33200000001094;33200000001092
33200000001162;MTE/SENAES/DPARF;DPA;DF;33200000001094;33200000001161
33200000001313;DIVISAO DE PATRIMONIAMENTO;DPAT;DF;33200000001094;33200000001163
33200000001064;MTE/SE/DPC;DPC;DF;33200000001094;33200000001063
33200000001314;DIVISAO DE PRESTACAO DE CONTAS;DPCON;DF;33200000001094;33200000001163
33200000001497;DIVISAO DE PROJETOS E ESTUDOS;DPE;DF;33200000001094;33200000000029
33200000001179;MTE/SEQ/DPJ;DPJ;DF;33200000001094;33200000001920
33200000001165;DEPT DE PROJETOS;DPRO;DF;33200000001094;33200000001161
33200000001517;DQVS;DQVS;DF;33200000001094;33200000001103
33200000001232;MTE/CORREG/CAIC/DRP;DRP;DF;33200000001094;33200000001231
33200000000028;MTE/SRT/DRT;DRT;DF;33200000001094;33200000000027
33200000000026;MTE/SIT/CGIF/DSA;DSA;DF;33200000001094;33200000001250
33200000001090;MTE/SE/DTI/CGSIN/DSEG;DSEG;DF;33200000001094;33200000001518
33200000001082;MTE/SE/DTI/CGSOL/COSET/DSET;DSET;DF;33200000001094;33200000001081
33200000000014;MTE/SIT/DSST;DSST;DF;33200000001094;33200000000002
33200000001211;MTE/SPT/GABSPT/DTEC;DTEC;DF;33200000001094;33200000001209
33200000001072;MTE/SE/DTI;DTI;DF;33200000001094;33200000001063
33200000000007;DIV FISC TRAB INFAN IGUAL OPORTUNIDADES;DTIOP;DF;33200000001094;33200000000006
33200000001790;SEA A O DE MULTAS E RECURSOS;EMUR-MA;MA;33200000001094;33200000001709
33200000001292;ESTAGIARIOS MTE;EST-MTE;DF;33200000001094;33200000001094
33200000001300;FORUM NAC DA APRENDIZAGEM PROFISSIONAL;FNAP;DF;33200000001094;33200000000001
33200000001239;MTE/FONAMIC;FONAMIC;DF;33200000001094;33200000000001
33200000001152;MTE/GAB;GAB;DF;33200000001094;33200000000001
33200000001143;MTE/SE/GABSE;GABSE;DF;33200000001094;33200000001063
33200000001183;MTE/SEQ/GAB-SEQ;GAB-SEMP;DF;33200000001094;33200000001920
33200000001164;MTE/SENAES/GABSENAES;GABSENAES;DF;33200000001094;33200000001161
33200000000023;MTE/SIT/GABSIT;GABSIT;DF;33200000001094;33200000000002
33200000001209;MTE/SPT/GABSPT;GABSPT;DF;33200000001094;33200000001185
33200000000036;MTE/SRT/GABSRT;GABSRT;DF;33200000001094;33200000000027
33200000000106;MTE/SRTE-GO/GRTE-ANAPOLIS;GRTE-ANAPO;GO;33200000001094;33200000000081
33200000000311;MTE/SRTE-SP/GRTE-ARACATUBA;GRTE-ARACA;SP;33200000001094;33200000000297
33200000001787;GRTE-ARAGUAINA;GRTE-ARAGU;TO;33200000001094;33200000001701
33200000000339;MTE/SRTE-SP/GRTE-ARARAQUARA;GRTE-ARARA;SP;33200000001094;33200000000297
33200000000227;MTE/SRTE-RS/GRTE-BAGE;GRTE-BAGE;RS;33200000001094;33200000000199
33200000000347;MTE/SRTE-SP/GRTE-BARRETOS;GRTE-BARRE;SP;33200000001094;33200000000297
33200000001001;MTE/SRTE-BA/GRTE-BARREIRAS;GRTE-BARRE;BA;33200000001094;33200000000984
33200000000327;MTE/SRTE-SP/GRTE-BAURU;GRTE-BAURU;SP;33200000001094;33200000000297
33200000000890;MTE/SRTE-MG/GRTE-BETIM;GRTE-BETIM;MG;33200000001094;33200000000848
33200000000471;MTE/SRTE-RJ/GRTE-CABO FRIO;GRTE-CABOF;RJ;33200000001094;33200000000412
33200000000647;MTE/SRTE-ES/GRTE-CACHOEIRO;GRTE-CACHO;ES;33200000001094;33200000000644
33200000001025;MTE/SRTE-BA/GRTE-CAMACARI;GRTE-CAMAC;BA;33200000001094;33200000000984
33200000000270;MTE/SRTE-PB/GRTE-CAMPINA GRANDE;GRTE-CAMPG;PB;33200000001094;33200000001553
33200000000331;MTE/SRTE-SP/GRTE-CAMPINAS;GRTE-CAMPI;SP;33200000001094;33200000000297
33200000000601;MTE/SRTE-PE/GRTE-CARUARU;GRTE-CARUA;PE;33200000001094;33200000000578
33200000000739;MTE/SRTE-PR/GRTE-CASCAVEL;GRTE-CASCA;PR;33200000001094;33200000000726
33200000000206;MTE/SRTE-RS/GRTE-CAXIAS DO SUL;GRTE-CAXIA;RS;33200000001094;33200000000199
33200000000459;MTE/SRTE-RJ/GRTE-CAMPOS GOYTACAZ;GRTE-CGOYT;RJ;33200000001094;33200000000412
33200000000147;MTE/SRTE-SC/GRTE-CHAPECO;GRTE-CHAPE;SC;33200000001094;33200000000134
33200000000666;MTE/SRTE-ES/GRTE-COLATINA;GRTE-COLAT;ES;33200000001094;33200000000644
33200000000886;MTE/SRTE-MG/GRTE-CONS. LAFAIETE;GRTE-CONSL;MG;33200000001094;33200000000848
33200000000879;MTE/SRTE-MG/GRTE-CONTAGEM;GRTE-CONTA;MG;33200000001094;33200000000848
33200000000152;MTE/SRTE-SC/GRTE-CRICIUMA;GRTE-CRICI;SC;33200000001094;33200000000134
33200000000933;MTE/SRTE-MG/GRTE-DIVINOPOLIS;GRTE-DIVIN;MG;33200000001094;33200000000848
33200000000076;MTE/SRTE-MS/GRTE-DOURADOS;GRTE-DOURA;MS;33200000001094;33200000001704
33200000000462;MTE/SRTE-RJ/GRTE-DUQUE DE CAXIAS;GRTE-DUQUE;RJ;33200000001094;33200000000412
33200000000994;MTE/SRTE-BA/GRTE-EUNAPOLIS;GRTE-EUNAP;BA;33200000001094;33200000000984
33200000000990;MTE/SRTE-BA/GRTE-FEIRA SANTANA;GRTE-FEIRA;BA;33200000001094;33200000000984
33200000000750;MTE/SRTE-PR/GRTE-FOZ DO IGUACU;GRTE-FOZDO;PR;33200000001094;33200000000726
33200000000390;MTE/SRTE-SP/GRTE-FRANCA;GRTE-FRANC;SP;33200000001094;33200000000297
33200000000614;MTE/SRTE-PE/GRTE-GARANHUNS;GRTE-GARAN;PE;33200000001094;33200000000578
33200000000929;MTE/SRTE-MG/GRTE-GOV. VALADARES;GRTE-GOVVA;MG;33200000001094;33200000000848
33200000001640;GRTE-GUARAPUAVA;GRTE-GUARA;PR;33200000001094;33200000000726
33200000000381;MTE/SRTE-SP/GRTE-GUARULHOS;GRTE-GUARU;SP;33200000001094;33200000000297
33200000001010;MTE/SRTE-BA/GRTE-ILHEUS;GRTE-ILHEU;BA;33200000001094;33200000000984
33200000000778;MTE/SRTE-MA/GRTE-IMPERATRIZ;GRTE-IMPER;MA;33200000001094;33200000001709
33200000000866;MTE/SRTE-MG/GRTE-IPATINGA;GRTE-IPATI;MG;33200000001094;33200000000848
33200000000446;MTE/SRTE-RJ/GRTE-ITAGUAI;GRTE-ITAGU;RJ;33200000001094;33200000000412
33200000000138;MTE/SRTE-SC/GRTE-ITAJAI;GRTE-ITAJA;SC;33200000001094;33200000000134
33200000000442;GRTE EM ITAPERUNA;GRTE-ITAPE;RJ;33200000001094;33200000000412
33200000001545;GRTE-J-DO-NORTE;GRTE-J-DO-;CE;33200000001094;33200000000495
33200000001762;GRTE-JI-PARANA;GRTE-JI-PA;RO;33200000001094;33200000001555
33200000000160;MTE/SRTE-SC/GRTE-JOINVILLE;GRTE-JOINV;SC;33200000001094;33200000000134
33200000000985;MTE/SRTE-BA/GRTE-JUAZEIRO;GRTE-JUAZE;BA;33200000001094;33200000000984
33200000000897;MTE/SRTE-MG/GRTE-JUIZ DE FORA;GRTE-JUIZD;MG;33200000001094;33200000000848
33200000000377;MTE/SRTE-SP/GRTE-JUNDIAI;GRTE-JUNDI;SP;33200000001094;33200000000297
33200000000164;MTE/SRTE-SC/GRTE-LAGES;GRTE-LAGES;SC;33200000001094;33200000000134
33200000000200;MTE/SRTE-RS/GRTE-LAJEADO;GRTE-LAJEA;RS;33200000001094;33200000000199
33200000000742;MTE/SRTE-PR/GRTE-LONDRINA;GRTE-LONDR;PR;33200000001094;33200000000726
33200000000976;MTE/SRTE-PA/GRTE-MARABA;GRTE-MARAB;PA;33200000001094;33200000000953
33200000000354;MTE/SRTE-SP/GRTE-MARILIA;GRTE-MARIL;SP;33200000001094;33200000000297
33200000000731;MTE/SRTE-PR/GRTE-MARINGA;GRTE-MARIN;PR;33200000001094;33200000000726
33200000000905;MTE/SRTE-MG/GRTE-MONTES CLAROS;GRTE-MONTE;MG;33200000001094;33200000000848
33200000001034;MTE/SRTE-RN/GRTE-MOSSORO;GRTE-MOSSO;RN;33200000001094;33200000001710
33200000000453;MTE/SRTE-RJ/GRTE-NITEROI;GRTE-NITER;RJ;33200000001094;33200000000412
33200000000450;MTE/SRTE-RJ/GRTE-NOVA FRIBURGO;GRTE-NOVAF;RJ;33200000001094;33200000000412
33200000000428;MTE/SRTE-RJ/GRTE-NOVA IGUACU;GRTE-NOVAI;RJ;33200000001094;33200000000412
33200000000246;MTE/SRTE-RS/GRTE-NOVO HAMBURGO;GRTE-NOVOH;RS;33200000001094;33200000000199
33200000000385;MTE/SRTE-SP/GRTE-OSASCO;GRTE-OSASC;SP;33200000001094;33200000000297
33200000000915;MTE/SRTE-MG/GRTE-PARACATU;GRTE-PARAC;MG;33200000001094;33200000000848
33200000000704;MTE/SRTE-PI/GRTE-PARNAIBA;GRTE-PARNA;PI;33200000001094;33200000001705
33200000000242;MTE/SRTE-RS/GRTE-PASSO FUNDO;GRTE-PASSO;RS;33200000001094;33200000000199
33200000000221;MTE/SRTE-RS/GRTE-PELOTAS;GRTE-PELOT;RS;33200000001094;33200000000199
33200000000421;MTE/SRTE-RJ/GRTE-PETROPOLIS;GRTE-PETRO;RJ;33200000001094;33200000000412
33200000000619;MTE/SRTE-PE/GRTE-PETROLINA;GRTE-PETRO;PE;33200000001094;33200000000578
33200000000375;MTE/SRTE-SP/GRTE-PIRACICABA;GRTE-PIRAC;SP;33200000001094;33200000000297
33200000000911;MTE/SRTE-MG/GRTE-POCOS DE CALDAS;GRTE-POCOS;MG;33200000001094;33200000000848
33200000000727;MTE/SRTE-PR/GRTE-PONTA GROSSA;GRTE-PONTA;PR;33200000001094;33200000000726
33200000000893;MTE/SRTE-MG/GRTE-PONTE NOVA;GRTE-PONTE;MG;33200000001094;33200000000848
33200000000919;MTE/SRTE-MG/GRTE-POUSO ALEGRE;GRTE-POUSO;MG;33200000001094;33200000000848
33200000000365;MTE/SRTE-SP/GRTE-PRES. PRUDENTE;GRTE-PRESP;SP;33200000001094;33200000000297
33200000000396;MTE/SRTE-SP/GRTE-RIBEIRAO PRETO;GRTE-RIBEP;SP;33200000001094;33200000000297
33200000000234;MTE/SRTE-RS/GRTE-RIO GRANDE;GRTE-RIOGR;RS;33200000001094;33200000000199
33200000000803;MTE/SRTE-MT/GRTE-RONDONOPOLIS;GRTE-RONDO;MT;33200000001094;33200000001554
33200000000248;MTE/SRTE-RS/GRTE-SANTA MARIA;GRTE-SANTA;RS;33200000001094;33200000000199
33200000000954;MTE/SRTE-PA/GRTE-SANTAREM;GRTE-SANTA;PA;33200000001094;33200000000953
33200000000368;MTE/SRTE-SP/GRTE-SANTOS;GRTE-SANTO;SP;33200000001094;33200000000297
33200000000393;MTE/SRTE-SP/GRTE-SANTO ANDRE;GRTE-SANTO;SP;33200000001094;33200000000297
33200000000301;MTE/SRTE-SP/GRTE-SAO CARLOS;GRTE-SAOCA;SP;33200000001094;33200000000297
33200000000219;MTE/SRTE-RS/GRTE-SAO LEOPOLDO;GRTE-SAOLE;RS;33200000001094;33200000000199
33200000000298;MTE/SRTE-SP/GRTE-S.B. DO CAMPO;GRTE-SBDOC;SP;33200000001094;33200000000297
33200000001737;GRTE-SINOP;GRTE-SINOP;MT;33200000001094;33200000001554
33200000000358;MTE/SRTE-SP/GRTE-S.J. DOS CAMPOS;GRTE-SJDOS;SP;33200000001094;33200000000297
33200000000307;MTE/SRTE-SP/GRTE-S.J. RIO PRETO;GRTE-SJRIO;SP;33200000001094;33200000000297
33200000000515;MTE/SRTE-CE/GRTE-SOBRAL;GRTE-SOBRA;CE;33200000001094;33200000000495
33200000000314;MTE/SRTE-SP/GRTE-SOROCABA;GRTE-SOROC;SP;33200000001094;33200000000297
33200000000251;MTE/SRTE-RS/GRTE-SANTA CRUZ SUL;GRTE-STACR;RS;33200000001094;33200000000199
33200000000230;MTE/SRTE-RS/GRTE-SANTO ANGELO;GRTE-STOAN;RS;33200000001094;33200000000199
33200000000926;MTE/SRTE-MG/GRTE-UBERABA;GRTE-UBERA;MG;33200000001094;33200000000848
33200000000861;MTE/SRTE-MG/GRTE-UBERLANDIA;GRTE-UBERL;MG;33200000001094;33200000000848
33200000000239;MTE/SRTE-RS/GRTE-URUGUAIANA;GRTE-URUGU;RS;33200000001094;33200000000199
33200000000849;MTE/SRTE-MG/GRTE-VARGINHA;GRTE-VARGI;MG;33200000001094;33200000000848
33200000001004;MTE/SRTE-BA/GRTE-VIT. CONQUISTA;GRTE-VITCO;BA;33200000001094;33200000000984
33200000000433;MTE/SRTE-RJ/GRTE-VOLTA REDONDA;GRTE-VOLTA;RJ;33200000001094;33200000000412
33200000001155;MTE/OUVID/LAI-COORD;LAI-COORD;DF;33200000001094;33200000001154
33200000000001;MINISTERIO DO TRABALHO E EMPREGO;MTE;DF;33200000001094;33200000999999
33200000000533;MTE/SRTE-AM/CTRAB-AM/NAT-AM;NAT-AM;AM;33200000001094;33200000000532
33200000000999;MTE/SRTE-BA/CTRAB-BA/NAT-BA;NAT-BA;BA;33200000001094;33200000000998
33200000000523;MTE/SRTE-CE/CTRAB-CE/NAT-CE;NAT-CE;CE;33200000001094;33200000000522
33200000000664;MTE/SRTE-ES/CTRAB-ES/NAT-ES;NAT-ES;ES;33200000001094;33200000000663
33200000000115;MTE/SRTE-GO/CTRAB-GO/NAT-GO;NAT-GO;GO;33200000001094;33200000000114
33200000000872;MTE/SRTE-MG/CTRAB-MG/NAT-MG;NAT-MG;MG;33200000001094;33200000000871
33200000000973;MTE/SRTE-PA/CTRAB-PA/NAT-PA;NAT-PA;PA;33200000001094;33200000000972
33200000000591;MTE/SRTE-PE/CTRAB-PE/NAT-PE;NAT-PE;PE;33200000001094;33200000000590
33200000000748;MTE/SRTE-PR/CTRAB-PR/NAT-PR;NAT-PR;PR;33200000001094;33200000000747
33200000000420;MTE/SRTE-RJ/CTRAB-RJ/NAT-RJ;NAT-RJ;RJ;33200000001094;33200000000419
33200000000218;MTE/SRTE-RS/CTRAB-RS/NAT-RS;NAT-RS;RS;33200000001094;33200000000217
