GR-IDENTIFICACAO-UORG;IT-NO-UNIDADE-ORGANIZACIONAL;IT-SG-UNIDADE-ORGANIZACIONAL;IT-SG-UF;GR-CEST-IDENTIFICACAO-UPAG;IT-CO-UORG-VINCULACAO
33200000001673;SEIRP-DIVINOPOLIS;SEIRP-DIVI;MG;33200000001094;33200000000933
33200000001865;SEIRP-DOURADOS;SEIRP-DOUR;MS;33200000001094;33200000000076
33200000001690;SEIRP-DQ-CAXIAS;SEIRP-DQ-C;RJ;33200000001094;33200000000462
33200000001562;SEIRP-EUNAPOLIS;SEIRP-EUNA;BA;33200000001094;33200000000994
33200000001571;SEIRP-F-DE-ST;SEIRP-F-DE;BA;33200000001094;33200000000990
33200000001648;SEIRP-FOZ-IGUACU;SEIRP-FOZ-;PR;33200000001094;33200000000750
33200000001601;SEIRP-FRANCA;SEIRP-FRAN;SP;33200000001094;33200000000390
33200000001644;SEIRP-GARANHUNS;SEIRP-GARA;PE;33200000001094;33200000000614
33200000001676;SEIRP-GOV-VALADARES;SEIRP-GOV-;MG;33200000001094;33200000000929
33200000001603;SEIRP-GUARULHOS;SEIRP-GUAR;SP;33200000001094;33200000000381
33200000001774;SEIRP-GUARAPUAVA;SEIRP-GUAR;PR;33200000001094;33200000001640
33200000001577;SEIRP-ILHEUS;SEIRP-ILHE;BA;33200000001094;33200000001010
33200000001888;SEIRP-IMPERATRIZ;SEIRP-IMPE;MA;33200000001094;33200000000778
33200000001523;SEIRP-IPATINGA;SEIRP-IPAT;MG;33200000001094;33200000000866
33200000001694;SEIRP-ITAGUAI;SEIRP-ITAG;RJ;33200000001094;33200000000446
33200000001522;SETOR DE IDENT DO TRAB E REG PROFISSION;SEIRP-ITAJ;SC;33200000001094;33200000000138
33200000001527;SEIRP-JD-FORA;SEIRP-JD-F;MG;33200000001094;33200000000897
33200000001755;SEIRP-J-DO-NORT;SEIRP-J-DO;CE;33200000001094;33200000001545
33200000001916;SEIRP-JI-PARANA;SEIRP-JI-P;RO;33200000001094;33200000001762
33200000001530;SEIRP-JOINVILLE;SEIRP-JOIN;SC;33200000001094;33200000000160
33200000001585;SEIRP-JUAZEIRO;SEIRP-JUAZ;BA;33200000001094;33200000000985
33200000001604;SEIRP-JUNDIAI;SEIRP-JUND;SP;33200000001094;33200000000377
33200000001535;SEIRP-LAGES;SEIRP-LAGE;SC;33200000001094;33200000000164
33200000001557;SEIRP-LAJEADO;SEIRP-LAJE;RS;33200000001094;33200000000200
33200000001653;SEIRP-LONDRINA;SEIRP-LOND;PR;33200000001094;33200000000742
33200000001674;SEIRP-MARABA;SEIRP-MARA;PA;33200000001094;33200000000976
33200000001608;SEIRP-MARILIA;SEIRP-MARI;SP;33200000001094;33200000000354
33200000001663;SEIRP-MARINGA;SEIRP-MARI;PR;33200000001094;33200000000731
33200000001532;SEIRP-M-CLAROS;SEIRP-M-CL;MG;33200000001094;33200000000905
33200000001870;SEIRP-MOSSORO;SEIRP-MOSS;RN;33200000001094;33200000001034
33200000001560;SEIRP-N-HAMBURG;SEIRP-N-HA;RS;33200000001094;33200000000246
33200000001700;SEIRP-NITEROI;SEIRP-NITE;RJ;33200000001094;33200000000453
33200000001712;SEIRP-NOVA-IGUACU;SEIRP-NO-I;RJ;33200000001094;33200000000428
33200000001707;SEIRP-NV-FRIBURGO;SEIRP-NV-F;RJ;33200000001094;33200000000450
33200000001613;SEIRP-OSASCO;SEIRP-OSAS;SP;33200000001094;33200000000385
33200000001607;SEIRP-P-ALEGRE;SEIRP-P-AL;MG;33200000001094;33200000000919
33200000001539;SEIRP-PARACATU;SEIRP-PARA;MG;33200000001094;33200000000915
33200000001854;SEIRP-PARNAIBA;SEIRP-PARN;PI;33200000001094;33200000000704
33200000001543;SEIRP-P-CALDA;SEIRP-P-CA;MG;33200000001094;33200000000911
33200000001573;SEIRP-PELOTAS;SEIRP-PELO;RS;33200000001094;33200000000221
33200000001668;SEIRP-PETROLINA;SEIRP-PETR;PE;33200000001094;33200000000619
33200000001716;SEIRP-PETROPOLIS;SEIRP-PETR;RJ;33200000001094;33200000000421
33200000001564;SEIRP-P-FUNDO;SEIRP-P-FU;RS;33200000001094;33200000000242
33200000001612;SEIRP-PIRACICAB;SEIRP-PIRA;SP;33200000001094;33200000000375
33200000001547;SEIRP-P-NOVA;SEIRP-P-NO;MG;33200000001094;33200000000893
33200000001667;SEIRP-PONTA-GROSSA;SEIRP-PO-G;PR;33200000001094;33200000000727
33200000001617;SEIRP-P-PRUDENTE;SEIRP-P-PR;SP;33200000001094;33200000000365
33200000001619;SEIRP-RIB-PRETO;SEIRP-RIB-;SP;33200000001094;33200000000396
33200000001574;SEIRP-RIO-GRAND;SEIRP-RIO-;RS;33200000001094;33200000000234
33200000001833;SEIRP-RONDONOPO;SEIRP-ROND;MT;33200000001094;33200000000803
33200000001624;SEIRP-SANTOS;SEIRP-SANT;SP;33200000001094;33200000000368
33200000001675;SEIRP-SANTAREM;SEIRP-SANT;PA;33200000001094;33200000000954
33200000001627;SEIRP-S-B-CAMPO;SEIRP-S-B-;SP;33200000001094;33200000000298
33200000001630;SEIRP-S-CARLOS;SEIRP-S-CA;SP;33200000001094;33200000000301
33200000001580;SEIRP-S-CRZ-SUL;SEIRP-S-CR;RS;33200000001094;33200000000251
33200000001837;SEIRP-SINOP;SEIRP-SINO;MT;33200000001094;33200000001737
33200000001632;SEIRP-S-J-CAMPO;SEIRP-S-J-;SP;33200000001094;33200000000358
33200000001636;SEIRP-S-J-R-PRE;SEIRP-S-J-;SP;33200000001094;33200000000307
33200000001592;SEIRP-S-LEOPOLD;SEIRP-S-LE;RS;33200000001094;33200000000219
33200000001551;SEIRP-SOBRAL;SEIRP-SOBR;CE;33200000001094;33200000000515
33200000001626;SEIRP-SOROCABA;SEIRP-SORO;SP;33200000001094;33200000000314
33200000001588;SEIRP-ST-ANGELO;SEIRP-ST-A;RS;33200000001094;33200000000230
33200000001622;SEIRP-ST-ANDRE;SEIRP-ST-A;SP;33200000001094;33200000000393
33200000001582;SEIRP-ST-MARIA;SEIRP-ST-M;RS;33200000001094;33200000000248
33200000001610;SEIRP-UBERABA;SEIRP-UBER;MG;33200000001094;33200000000926
33200000001611;SEIRP-UBERLANDIA;SEIRP-UBER;MG;33200000001094;33200000000861
33200000001598;SEIRP-URUGUAINA;SEIRP-URUG;RS;33200000001094;33200000000239
33200000001616;SEIRP-VARGINHA;SEIRP-VARG;MG;33200000001094;33200000000849
33200000001593;SEIRP-V-CONQUIS;SEIRP-V-CO;BA;33200000001094;33200000001004
33200000001725;SEIRP-V-REDONDA;SEIRP-V-RE;RJ;33200000001094;33200000000433
33200000000639;MTE/SRTE-AC/SERET-AC/SEMED-AC;SEMED-AC;AC;33200000001094;33200000000638
33200000000843;MTE/SRTE-AL/SERET-AL/SEMED-AL;SEMED-AL;AL;33200000001094;33200000000842
33200000000535;MTE/SRTE-AM/SERET-AM/SEMED-AM;SEMED-AM;AM;33200000001094;33200000000534
33200000000118;MTE/SRTE-AP/SERET-AP/SEMED-AP;SEMED-AP;AP;33200000001094;33200000000117
33200000001019;MTE/SRTE-BA/SERET-BA/SEMED-BA;SEMED-BA;BA;33200000001094;33200000001018
33200000000504;MTE/SRTE-CE/SERET-CE/SEMED-CE;SEMED-CE;CE;33200000001094;33200000000503
33200000000689;MTE/SRTE-DF/SERET-DF/SEMED-DF;SEMED-DF;DF;33200000001094;33200000000688
33200000000653;MTE/SRTE-ES/SERET-ES/SEMED-ES;SEMED-ES;ES;33200000001094;33200000000652
33200000000089;MTE/SRTE-GO/SERET-GO/SEMED-GO;SEMED-GO;GO;33200000001094;33200000000088
33200000000791;MTE/SRTE-MA/SERET-MA/SEMED-MA;SEMED-MA;MA;33200000001094;33200000000790
33200000000878;MTE/SRTE-MG/SERET-MG/SEMED-MG;SEMED-MG;MG;33200000001094;33200000000877
33200000000073;MTE/SRTE-MS/SERET-MS/SEMED-MS;SEMED-MS;MS;33200000001094;33200000000072
33200000000824;MTE/SRTE-MT/SERET-MT/SEMED-MT;SEMED-MT;MT;33200000001094;33200000000823
33200000000982;MTE/SRTE-PA/SERET-PA/SEMED-PA;SEMED-PA;PA;33200000001094;33200000000981
33200000000255;MTE/SRTE-PB/SERET-PB/SEMED-PB;SEMED-PB;PB;33200000001094;33200000000254
33200000000600;MTE/SRTE-PE/SERET-PE/SEMED-PE;SEMED-PE;PE;33200000001094;33200000000599
33200000000712;MTE/SRTE-PI/SERET-PI/SEMED-PI;SEMED-PI;PI;33200000001094;33200000000711
33200000000763;MTE/SRTE-PR/SERET-PR/SEMED-PR;SEMED-PR;PR;33200000001094;33200000000762
33200000000491;MTE/SRTE-RJ/SERET-RJ/SEMED-RJ;SEMED-RJ;RJ;33200000001094;33200000000490
33200000001045;MTE/SRTE-RN/SERET-RN/SEMED-RN;SEMED-RN;RN;33200000001094;33200000001044
33200000000573;MTE/SRTE-RO/SERET-RO/SEMED-RO;SEMED-RO;RO;33200000001094;33200000000572
33200000000285;MTE/SRTE-RR/SERET-RR/SEMED-RR;SEMED-RR;RR;33200000001094;33200000000284
33200000000203;MTE/SRTE-RS/SERET-RS/SEMED-RS;SEMED-RS;RS;33200000001094;33200000000202
33200000000158;MTE/SRTE-SC/SERET-SC/SEMED-SC;SEMED-SC;SC;33200000001094;33200000000157
33200000000183;MTE/SRTE-SE/SERET-SE/SEMED-SE;SEMED-SE;SE;33200000001094;33200000000182
33200000000408;MTE/SRTE-SP/SERET-SP/SEMED-SP;SEMED-SP;SP;33200000001094;33200000000407
33200000000050;MTE/SRTE-TO/SERET-TO/SEMED-TO;SEMED-TO;TO;33200000001094;33200000000049
33200000001167;SECRETARIA QUALIFICACAO EMPREGO E RENDA;SEMP;DF;33200000001094;33200000000001
33200000000631;SET DE MULTAS E RECURSOS;SEMUR-AC;AC;33200000001094;33200000000625
33200000001794;SECAO DE MULTAS E RECURSOS;SEMUR-AC;AC;33200000001094;33200000001703
33200000000841;SET DE MULTAS E RECURSOS;SEMUR-AL;AL;33200000001094;33200000000825
33200000001763;SECAO DE MULTAS E RECURSOS;SEMUR-AL;AL;33200000001094;33200000001686
33200000000536;SET DE MULTAS E RECURSOS;SEMUR-AM;AM;33200000001094;33200000000531
33200000001348;SECAO DE MULTAS E RECURSOS;SEMUR-AM;AM;33200000001094;33200000000531
33200000000119;SET DE MULTAS E RECURSOS;SEMUR-AP;AP;33200000001094;33200000000116
33200000001798;SECAO DE MULTAS E RECURSOS;SEMUR-AP;AP;33200000001094;33200000001708
33200000001013;MTE/SRTE-BA/SEMUR-BA;SEMUR-BA;BA;33200000001094;33200000000984
33200000000506;MTE/SRTE-CE/SEMUR-CE;SEMUR-CE;CE;33200000001094;33200000000495
33200000000693;SET DE MULTAS E RECURSOS;SEMUR-DF;DF;33200000001094;33200000000677
33200000001810;SECAO DE MULTAS E RECURSOS;SEMUR-DF;DF;33200000001094;33200000001550
33200000000651;SET DE MULTAS E RECURSOS;SEMUR-ES;ES;33200000001094;33200000000644
33200000001331;SECAO DE MULTAS E RECURSOS;SEMUR-ES;ES;33200000001094;33200000000644
33200000000090;SET DE MULTAS E RECURSOS;SEMUR-GO;GO;33200000001094;33200000000081
33200000001353;SECAO DE MULTAS E RECURSOS;SEMUR-GO;GO;33200000001094;33200000000081
33200000000788;SET DE MULTAS E RECURSOS;SEMUR-MA;MA;33200000001094;33200000000770
33200000000940;MTE/SRTE-MG/SEMUR-MG;SEMUR-MG;MG;33200000001094;33200000000848
33200000000074;SET DE MULTAS E RECURSOS;SEMUR-MS;MS;33200000001094;33200000000057
33200000001822;SECAO DE MULTAS E RECURSOS;SEMUR-MS;MS;33200000001094;33200000001704
33200000000822;SET DE MULTAS E RECURSOS;SEMUR-MT;MT;33200000001094;33200000000799
33200000001782;SECAO DE MULTAS E RECURSOS;SEMUR-MT;MT;33200000001094;33200000001554
33200000000983;SET DE MULTAS E RECURSOS;SEMUR-PA;PA;33200000001094;33200000000953
33200000001344;SECAO DE MULTAS E RECURSOS;SEMUR-PA;PA;33200000001094;33200000000953
33200000000269;SET DE MULTAS E RECURSOS;SEMUR-PB;PB;33200000001094;33200000000253
33200000001747;SECAO DE MULTAS E RECURSOS;SEMUR-PB;PB;33200000001094;33200000001553
33200000000596;SET DE MULTAS E RECURSOS;SEMUR-PE;PE;33200000001094;33200000000578
33200000001333;SECAO DE MULTAS E RECURSOS;SEMUR-PE;PE;33200000001094;33200000000578
33200000000714;SET DE MULTAS E RECURSOS;SEMUR-PI;PI;33200000001094;33200000000702
33200000001758;SECAO DE MULTAS E RECURSOS;SEMUR-PI;PI;33200000001094;33200000001705
33200000000757;MTE/SRTE-PR/SEMUR-PR;SEMUR-PR;PR;33200000001094;33200000000726
33200000000489;MTE/SRTE-RJ/SEMUR-RJ;SEMUR-RJ;RJ;33200000001094;33200000000412
33200000001042;SET DE MULTAS E RECURSOS;SEMUR-RN;RN;33200000001094;33200000001032
33200000001741;SECAO DE MULTAS E RECURSOS;SEMUR-RN;RN;33200000001094;33200000001710
33200000000571;SET DE MULTAS E RECURSOS;SEMUR-RO;RO;33200000001094;33200000000556
33200000001767;SECAO DE MULTAS E RECURSOS;SEMUR-RO;RO;33200000001094;33200000001555
33200000000283;SET DE MULTAS E RECURSOS;SEMUR-RR;RR;33200000001094;33200000000276
33200000001802;MTE/SRTE-RR/SEMUR-RR;SEMUR-RR;RR;33200000001094;33200000001691
33200000000210;MTE/SRTE-RS/SEMUR-RS;SEMUR-RS;RS;33200000001094;33200000000199
33200000000159;SET DE MULTAS E RECURSOS;SEMUR-SC;SC;33200000001094;33200000000134
33200000001342;SECAO DE MULTAS E RECURSOS;SEMUR-SC;SC;33200000001094;33200000000134
33200000000178;SET DE MULTAS E RECURSOS;SEMUR-SE;SE;33200000001094;33200000000177
33200000001818;SECAO DE MULTAS E RECURSOS;SEMUR-SE;SE;33200000001094;33200000001693
33200000000406;MTE/SRTE-SP/SEMUR-SP;SEMUR-SP;SP;33200000001094;33200000000297
33200000000038;SET DE MULTAS E RECURSOS;SEMUR-TO;TO;33200000001094;33200000000037
33200000001785;SEA A O DE MULTAS E RECURSOS;SEMUR-TO;TO;33200000001094;33200000001701
33200000001161;MTE/SENAES;SENAES;DF;33200000001094;33200000000001
33200000000022;MTE/SIT/DSST/CGNOR/SENOR;SENOR;DF;33200000001094;33200000000021
33200000001495;SERVICO DE EXECUCAO ORCAMENTARIA;SEORC;DF;33200000001094;33200000001305
33200000000643;MTE/SRTE-AC/SEAD-AC/SEORF-AC;SEORF-AC;AC;33200000001094;33200000000640
33200000000847;MTE/SRTE-AL/SEAD-AL/SEORF-AL;SEORF-AL;AL;33200000001094;33200000000844
33200000000546;MTE/SRTE-AM/SEAD-AM/SEORF-AM;SEORF-AM;AM;33200000001094;33200000000543
33200000000130;MTE/SRTE-AP/SEAD-AP/SEORF-AP;SEORF-AP;AP;33200000001094;33200000000128
33200000001031;MTE/SRTE-BA/SEAD-BA/SEORF-BA;SEORF-BA;BA;33200000001094;33200000001028
33200000000514;MTE/SRTE-CE/SEAD-CE/SEORF-CE;SEORF-CE;CE;33200000001094;33200000000511
33200000000699;MTE/SRTE-DF/SEAD-DF/SEORF-DF;SEORF-DF;DF;33200000001094;33200000000698
33200000000660;MTE/SRTE-ES/SEAD-ES/SEORF-ES;SEORF-ES;ES;33200000001094;33200000000657
33200000000099;MTE/SRTE-GO/SEAD-GO/SEORF-GO;SEORF-GO;GO;33200000001094;33200000000096
33200000000786;MTE/SRTE-MA/SEAD-MA/SEORF-MA;SEORF-MA;MA;33200000001094;33200000000784
33200000000948;MTE/SRTE-MG/SEAD-MG/SEORF-MG;SEORF-MG;MG;33200000001094;33200000000945
33200000000067;MTE/SRTE-MS/SEAD-MS/SEORF-MS;SEORF-MS;MS;33200000001094;33200000000064
33200000000817;MTE/SRTE-MT/SEAD-MT/SEORF-MT;SEORF-MT;MT;33200000001094;33200000000816
33200000000961;MTE/SRTE-PA/SEAD-PA/SEORF-PA;SEORF-PA;PA;33200000001094;33200000000958
33200000000261;MTE/SRTE-PB/SEAD-PB/SEORF-PB;SEORF-PB;PB;33200000001094;33200000000259
33200000000595;MTE/SRTE-PE/SEAD-PE/SEORF-PE;SEORF-PE;PE;33200000001094;33200000000592
33200000000724;MTE/SRTE-PI/SEAD-PI/SEORF-PI;SEORF-PI;PI;33200000001094;33200000000722
33200000000767;MTE/SRTE-PR/SEAD-PR/SEORF-PR;SEORF-PR;PR;33200000001094;33200000000765
33200000000487;MTE/SRTE-RJ/SEAD-RJ/SEORF-RJ;SEORF-RJ;RJ;33200000001094;33200000000484
33200000001052;MTE/SRTE-RN/SEAD-RN/SEORF-RN;SEORF-RN;RN;33200000001094;33200000001049
33200000000563;MTE/SRTE-RO/SEAD-RO/SEORF-RO;SEORF-RO;RO;33200000001094;33200000000560
33200000000295;MTE/SRTE-RR/SEAD-RR/SEORF-RR;SEORF-RR;RR;33200000001094;33200000000293
33200000000226;MTE/SRTE-RS/SEAD-RS/SEORF-RS;SEORF-RS;RS;33200000001094;33200000000223
33200000000172;MTE/SRTE-SC/SEAD-SC/SEORF-SC;SEORF-SC;SC;33200000001094;33200000000171
33200000000192;MTE/SRTE-SE/SEAD-SE/SEORF-SE;SEORF-SE;SE;33200000001094;33200000000190
33200000000344;MTE/SRTE-SP/SEAD-SP/SEORF-SP;SEORF-SP;SP;33200000001094;33200000000343
33200000000044;MTE/SRTE-TO/SEAD-TO/SEORF-TO;SEORF-TO;TO;33200000001094;33200000000043
33200000001499;SERVICO DE GESTAO PATRIMONIAL;SEPAT;DF;33200000001094;33200000001494
33200000001792;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-AC;AC;33200000001094;33200000001703
33200000001760;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-AL;AL;33200000001094;33200000001686
33200000001350;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-AM;AM;33200000001094;33200000000531
33200000001797;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-AP;AP;33200000001094;33200000001708
33200000001339;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-BA;BA;33200000001094;33200000000984
33200000001335;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-CE;CE;33200000001094;33200000000495
33200000001804;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-DF;DF;33200000001094;33200000001550
33200000001330;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-ES;ES;33200000001094;33200000000644
33200000001352;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-GO;GO;33200000001094;33200000000081
33200000001788;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-MA;MA;33200000001094;33200000001709
33200000001340;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-MG;MG;33200000001094;33200000000848
33200000001820;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-MS;MS;33200000001094;33200000001704
33200000001780;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-MT;MT;33200000001094;33200000001554
33200000001343;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-PA;PA;33200000001094;33200000000953
33200000001740;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-PB;PB;33200000001094;33200000001553
33200000001332;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-PE;PE;33200000001094;33200000000578
33200000001745;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-PI;PI;33200000001094;33200000001705
33200000001334;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-PR;PR;33200000001094;33200000000726
33200000001336;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-RJ;RJ;33200000001094;33200000000412
33200000001738;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-RN;RN;33200000001094;33200000001710
33200000001764;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-RO;RO;33200000001094;33200000001555
33200000001800;MTE/SRTE-RR-SEPS-RR;SEPS-RR;RR;33200000001094;33200000001691
33200000001351;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-RS;RS;33200000001094;33200000000199
33200000001341;SEA A O DE ECONOMIA POPULAR E SOLIDA RIA;SEPS-SC;SC;33200000001094;33200000000134
33200000001815;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-SE;SE;33200000001094;33200000001693
33200000001337;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-SP;SP;33200000001094;33200000000297
33200000001783;SECAO DE ECONOMIA POPULAR E SOLIDARIA;SEPS-TO;TO;33200000001094;33200000001701
33200000001920;SEQUALE;SEQUALE;DF;33200000001094;33200000000001
33200000001118;MTE/SE/DLOC/SERAD;SERAD;DF;33200000001094;33200000001921
33200000001091;MTE/SE/DTI/CGINFRA/CITI/SERASO;SERASO;DF;33200000001094;33200000001089
33200000001289;MTE/SE/DLOC/CGLIC/CCON/SERCO;SERCO;DF;33200000001094;33200000001134
33200000000638;MTE/SRTE-AC/SERET-AC;SERET-AC;AC;33200000001094;33200000001703
33200000000842;MTE/SRTE-AL/SERET-AL;SERET-AL;AL;33200000001094;33200000001686
33200000000534;MTE/SRTE-AM/SERET-AM;SERET-AM;AM;33200000001094;33200000000531
33200000000117;MTE/SRTE-AP/SERET-AP;SERET-AP;AP;33200000001094;33200000001708
33200000001018;MTE/SRTE-BA/SERET-BA;SERET-BA;BA;33200000001094;33200000000984
33200000000503;MTE/SRTE-CE/SERET-CE;SERET-CE;CE;33200000001094;33200000000495
33200000000688;MTE/SRTE-DF/SERET-DF;SERET-DF;DF;33200000001094;33200000001550
33200000000652;MTE/SRTE-ES/SERET-ES;SERET-ES;ES;33200000001094;33200000000644
33200000000088;MTE/SRTE-GO/SERET-GO;SERET-GO;GO;33200000001094;33200000000081
33200000000790;MTE/SRTE-MA/SERET-MA;SERET-MA;MA;33200000001094;33200000001709
33200000000877;MTE/SRTE-MG/SERET-MG;SERET-MG;MG;33200000001094;33200000000848
33200000000072;MTE/SRTE-MS/SERET-MS;SERET-MS;MS;33200000001094;33200000001704
33200000000823;SECAO DE RELACOES DO TRABALHO;SERET-MT;MT;33200000001094;33200000001554
33200000000981;MTE/SRTE-PA/SERET-PA;SERET-PA;PA;33200000001094;33200000000953
33200000000254;MTE/SRTE-PB/SERET-PB;SERET-PB;PB;33200000001094;33200000001553
33200000000599;MTE/SRTE-PE/SERET-PE;SERET-PE;PE;33200000001094;33200000000578
33200000000711;MTE/SRTE-PI/SERET-PI;SERET-PI;PI;33200000001094;33200000001705
33200000000762;MTE/SRTE-PR/SERET-PR;SERET-PR;PR;33200000001094;33200000000726
33200000000490;MTE/SRTE-RJ/SERET-RJ;SERET-RJ;RJ;33200000001094;33200000000412
33200000001044;MTE/SRTE-RN/SERET-RN;SERET-RN;RN;33200000001094;33200000001710
33200000000572;MTE/SRTE-RO/SERET-RO;SERET-RO;RO;33200000001094;33200000001555
33200000000284;MTE/SRTE-RR/SERET-RR;SERET-RR;RR;33200000001094;33200000001691
33200000000202;MTE/SRTE-RS/SERET-RS;SERET-RS;RS;33200000001094;33200000000199
33200000000157;MTE/SRTE-SC/SERET-SC;SERET-SC;SC;33200000001094;33200000000134
33200000000182;MTE/SRTE-SE/SERET-SE;SERET-SE;SE;33200000001094;33200000001693
33200000000407;MTE/SRTE-SP/SERET-SP;SERET-SP;SP;33200000001094;33200000000297
33200000000049;MTE/SRTE-TO/SERET-TO;SERET-TO;TO;33200000001094;33200000001701
33200000001492;SETOR DE RELACOES DO TRABALHO;SERT-ANAPO;GO;33200000001094;33200000000106
33200000001408;SETOR DE RELACOES DO TRABALHO;SERT-ARACA;SP;33200000001094;33200000000311
33200000001880;SETOR DE RELACOES DO TRABALHO;SERT-ARAGU;TO;33200000001094;33200000001787
33200000001400;SETOR DE RELACOES DO TRABALHO;SERT-ARARA;SP;33200000001094;33200000000339
33200000001463;SETOR DE RELACOES DO TRABALHO;SERT-BAGE;RS;33200000001094;33200000000227
33200000001392;SETOR DE RELACOES DO TRABALHO;SERT-BARRE;BA;33200000001094;33200000001001
33200000001414;SETOR DE RELACOES DO TRABALHO;SERT-BARRE;SP;33200000001094;33200000000347
33200000001417;SETOR DE RELACOES DO TRABALHO;SERT-BAURU;SP;33200000001094;33200000000327
33200000001455;SETOR DE RELACOES DO TRABALHO;SERT-BETIM;MG;33200000001094;33200000000890
33200000001597;SERT-CABO-FRIO;SERT-CABO-;RJ;33200000001094;33200000000471
33200000001360;SETOR DE RELACOES DO TRABALHO;SERT-CACHO;ES;33200000001094;33200000000647
33200000001396;SETOR DE RELACOES DO TRABALHO;SERT-CAMAC;BA;33200000001094;33200000001025
33200000000334;MTE/SRTE-SP/GRTE-CAMPINAS/SERT-CAMPINAS;SERT-CAMPI;SP;33200000001094;33200000000331
33200000001874;SERT-CAMPINA-GR;SERT-CAMPI;PB;33200000001094;33200000000270
33200000001447;SETOR DE RELACOES DO TRABALHO;SERT-CARUA;PE;33200000001094;33200000000601
33200000001449;SETOR DE RELACOES DO TRABALHO;SERT-CASCA;PR;33200000001094;33200000000739
33200000001602;SERT-C-GOYTACAZ;SERT-C-GOY;RJ;33200000001094;33200000000459
33200000001370;SETOR DE RELACOES DO TRABALHO;SERT-CHAPE;SC;33200000001094;33200000000147
33200000001652;SERT-C-LAFAIETE;SERT-C-LAF;MG;33200000001094;33200000000886
33200000001362;SETOR DE RELACOES DO TRABALHO;SERT-COLAT;ES;33200000001094;33200000000666
33200000000884;MTE/SRTE-MG/GRTE-CONTAGEM/SERT-CONTAGEM;SERT-CONTA;MG;33200000001094;33200000000879
33200000001374;SETOR DE RELACOES DO TRABALHO;SERT-CRICI;SC;33200000001094;33200000000152
33200000001537;SERT-CXI-DO-SUL;SERT-CXI-D;RS;33200000001094;33200000000206
33200000000939;MTE/SRTE-MG/.../SERT-DIVINOPOLIS;SERT-DIVIN;MG;33200000001094;33200000000933
33200000001862;SETOR DE RELACOES DO TRABALHO;SERT-DOURA;MS;33200000001094;33200000000076
33200000000463;MTE/SRTE-RJ/.../SERT-DUQUE CAXIAS;SERT-DUQCA;RJ;33200000001094;33200000000462
33200000001402;SETOR DE RELACOES DO TRABALHO;SERT-EUNAP;BA;33200000001094;33200000000994
33200000001570;SERT-FEIRA-D-ST;SERT-FEIRA;BA;33200000001094;33200000000990
33200000001646;SERT-FOZ-IGUACU;SERT-FOZ-I;PR;33200000001094;33200000000750
33200000001422;SETOR DE RELACOES DO TRABALHO;SERT-FRANC;SP;33200000001094;33200000000390
33200000001451;SETOR DE RELACOES DO TRABALHO;SERT-GARAN;PE;33200000001094;33200000000614
33200000001773;SETOR DE RELACOES DO TRABALHO;SERT-GUARA;PR;33200000001094;33200000001640
33200000000382;MTE/SRTE-SP/.../SERT-GUARULHOS;SERT-GUARU;SP;33200000001094;33200000000381
33200000001661;SERT-G-VALADARES;SERT-G-VAL;MG;33200000001094;33200000000929
33200000001411;SETOR DE RELACOES DO TRABALHO;SERT-ILHEU;BA;33200000001094;33200000001010
33200000001887;SETOR DE RELACOES DO TRABALHO;SERT-IMPER;MA;33200000001094;33200000000778
33200000001368;SETOR DE RELACOES DO TRABALHO;SERT-IPATI;MG;33200000001094;33200000000866
33200000001486;SETOR DE RELACOES DO TRABALHO;SERT-ITAGU;RJ;33200000001094;33200000000446
33200000001478;SETOR DE RELACOES DO TRABALHO;SERT-ITAJA;SC;33200000001094;33200000000138
33200000001754;SERT-J-DO-NORTE;SERT-J-DO-;CE;33200000001094;33200000001545
33200000001913;MTE/SRTE-RO/.../SERT-JI-PARANA;SERT-JI-PA;RO;33200000001094;33200000001762
